0.775371 0.450865 0.877264 0.022986 0.004445 0.988157 0.532976 0.186611 4200
0.688408 0.492066 0.689711 0.078416 0.059634 0.617031 0.377870 0.092440 4300
0.704769 0.545939 0.595783 0.245231 0.235467 0.871774 0.589063 0.992250 4400
0.517209 0.217136 0.243788 0.014840 0.008694 0.566377 0.677681 0.519462 4500
0.322342 0.363555 0.648752 0.073195 0.022056 0.245643 0.114651 0.849434 4600
0.686076 0.384548 0.162922 0.006238 0.003274 0.577442 0.671071 0.794431 4700
0.615526 0.317905 0.659440 0.267905 0.226991 0.546818 0.625207 0.849752 4800
0.122094 0.644561 0.658424 0.072094 0.046011 0.859208 0.686035 0.201110 4900
0.213860 0.649280 0.147795 0.097795 0.014146 0.572463 0.388789 0.403308 5000
0.423990 0.820980 0.767456 0.129020 0.090837 0.019344 0.263623 0.569072 5100
0.627509 0.895896 0.570344 0.054104 0.040673 0.634029 0.784634 0.105302 5200
0.198360 0.232992 0.371980 0.148360 0.080050 0.432055 0.856963 0.184510 5300
0.284621 0.454474 0.390093 0.234621 0.218200 0.335043 0.940862 0.352916 5400
0.193589 0.339570 0.844536 0.062122 0.043001 0.640930 0.915014 0.920823 5500
0.295669 0.147326 0.581048 0.097326 0.088995 0.490648 0.106743 0.427182 5600
0.535388 0.769184 0.443921 0.038145 0.025792 0.411187 0.568044 0.236003 5700
0.368395 0.402219 0.516835 0.241885 0.094597 0.644498 0.061603 0.019668 5800
0.472170 0.162092 0.263119 0.112092 0.024421 0.876958 0.193674 0.663997 5900
0.151811 0.759360 0.728312 0.017554 0.012235 0.938854 0.834987 0.042292 6000
0.132574 0.805873 0.785947 0.082574 0.013215 0.676279 0.122046 0.073977 6100
0.720487 0.524885 0.425654 0.075619 0.071895 0.424966 0.972912 0.356473 6200
0.264361 0.332346 0.319559 0.214361 0.077579 0.021092 0.843447 0.702607 6300
0.446839 0.103451 0.477022 0.053451 0.012874 0.944044 0.663116 0.368014 6400
0.837763 0.235056 0.338359 0.068493 0.024800 0.980502 0.979892 0.564585 6500
0.647920 0.694016 0.371144 0.167738 0.092906 0.132496 0.956777 0.161422 6600
0.214286 0.616666 0.583018 0.164286 0.107505 0.267168 0.839381 0.192342 6700
0.751749 0.566064 0.745441 0.043789 0.030452 0.393548 0.223918 0.841987 6800
0.726204 0.555477 0.239050 0.189050 0.168603 0.887139 0.175080 0.158537 6900
0.894786 0.475260 0.738552 0.055214 0.027018 0.293719 0.473697 0.381094 7000
0.766309 0.307464 0.435070 0.161685 0.117339 0.566086 0.735465 0.016402 7100
0.293094 0.697825 0.781537 0.168463 0.085249 0.486389 0.159574 0.976498 7200
0.254904 0.136952 0.201825 0.086952 0.065791 0.046580 0.247819 0.211903 7300
0.264037 0.578843 0.684613 0.214037 0.027466 0.566128 0.393147 0.882503 7400
0.544939 0.256737 0.128217 0.078217 0.071273 0.350756 0.407557 0.402323 7500
0.689248 0.845004 0.636402 0.104996 0.073831 0.880495 0.193421 0.191818 7600
0.226160 0.184924 0.816934 0.118450 0.021530 0.190746 0.829867 0.824356 7700
0.289651 0.424989 0.450258 0.239651 0.152647 0.809642 0.592264 0.282872 7800
0.133721 0.810464 0.304151 0.083721 0.009053 0.479920 0.667442 0.819908 7900
0.787379 0.664442 0.723715 0.162621 0.052064 0.214572 0.901560 0.612436 8000
0.880843 0.215154 0.288440 0.069157 0.068700 0.990614 0.683191 0.896483 8100
0.189062 0.749743 0.547503 0.139062 0.128506 0.011617 0.621679 0.112468 8200
0.603820 0.746606 0.833900 0.116100 0.088777 0.719100 0.516997 0.355768 8300
0.299614 0.668960 0.776130 0.173870 0.116136 0.118619 0.090186 0.642294 8400
0.548561 0.515897 0.872228 0.077772 0.062070 0.437820 0.494940 0.625976 8500
0.419697 0.465869 0.276586 0.150423 0.054096 0.179896 0.319685 0.635366 8600
0.324567 0.116076 0.384396 0.066076 0.054586 0.113048 0.406111 0.519481 8700
0.591208 0.742293 0.295797 0.166841 0.013648 0.678836 0.912164 0.657988 8800
0.508675 0.664161 0.275567 0.225567 0.148711 0.651199 0.186154 0.954049 8900
0.634258 0.723570 0.701545 0.015254 0.010534 0.684127 0.123518 0.586371 9000
0.362142 0.821209 0.423214 0.128791 0.065505 0.915612 0.653629 0.763554 9100
0.793233 0.723439 0.714050 0.156767 0.048738 0.670668 0.549925 0.166536 9200
0.585935 0.502430 0.739473 0.152757 0.101368 0.356673 0.219596 0.550392 9300
0.154626 0.790237 0.703039 0.104626 0.032819 0.578400 0.485229 0.046504 9400
0.771084 0.624450 0.780657 0.169343 0.130218 0.716188 0.208981 0.562839 9500
0.386876 0.600325 0.116725 0.066725 0.054474 0.445401 0.929356 0.603258 9600
0.152224 0.165989 0.118051 0.068051 0.014478 0.387799 0.216550 0.911784 9700
0.243354 0.819281 0.749928 0.130719 0.056082 0.176436 0.322085 0.882981 9800
0.500345 0.458738 0.351178 0.239970 0.026015 0.165945 0.680211 0.025665 9900
